"CUSTOMER_KEY","Year","month_Year","general_KWH","offPeak_KWH","grossGen_KWH","netGen_KWH","total_KWH","max_Monthly","min_Monthly","median_High","median_Low","measured_Days","days_80","days_65"
"10390881","2013","11-2013",282.528,0,0,0,282.528,94,53,74.5,61,30,5,24
"10390881","2013","12-2013",300.728,0,0,0,300.728,97,55,79,66,31,8,9
"10390881","2013","2-2013",77.346,0,0,0,77.346,85,57,80,67,28,14,6
"10390881","2013","3-2013",258.03,0,0,0,258.03,92,57,80,67,31,13,10
"10390881","2013","4-2013",254.413,0,0,0,254.413,84,52,75.5,60,30,4,29
"10390881","2013","5-2013",278.121,0,0,0,278.121,80,49,70,53,31,0,31
"10390881","2013","6-2013",311.019,0,0,0,311.019,72,46,66,51,30,0,30
"10390881","2013","7-2013",259.87,0,0,0,259.87,76,45,67,48,31,0,31
"10390881","2013","8-2013",296.192,0,0,0,296.192,76,45,71,51,31,0,31
"10390881","2013","9-2013",297.5,0,0,0,297.5,89,50,74,56,30,8,29
"10390881","2014","1-2014",340.698,0,0,0,340.698,98,61,80,68,31,15,3
"10390881","2014","2-2014",224.181,0,0,0,224.181,90,60,80,68,28,12,4
"10390881","2014","3-2014",17.358,0,0,0,17.358,85,59,80,67,31,14,6
"10406703","2013","10-2013",450.65,0,0,0,450.65,99,49,76,58,31,10,27
"10406703","2013","11-2013",421.588,0,0,0,421.588,94,53,74.5,61,30,5,24
"10406703","2013","12-2013",165.377,0,0,0,165.377,97,55,79,66,31,8,9
"10406703","2013","7-2013",752.619,0,0,0,752.619,76,45,67,48,31,0,31
"10406703","2013","8-2013",743.897,0,0,0,743.897,76,45,71,51,31,0,31
"10406703","2013","9-2013",482.123,0,0,0,482.123,89,50,74,56,30,8,29
"10406703","2014","1-2014",391.315,0,0,0,391.315,98,61,80,68,31,15,3
"10406703","2014","2-2014",446.612,0,0,0,446.612,90,60,80,68,28,12,4
"10406703","2014","3-2014",32.201,0,0,0,32.201,85,59,80,67,31,14,6
"10574651","2013","10-2013",881.706,0,0,0,881.706,99,49,76,58,31,10,27
"10574651","2013","11-2013",859.156,0,0,0,859.156,94,53,74.5,61,30,5,24
"10574651","2013","12-2013",1235.969,0,0,0,1235.969,97,55,79,66,31,8,9
"10574651","2013","7-2013",697.834,0,0,0,697.834,76,45,67,48,31,0,31
"10574651","2013","8-2013",998.03,0,0,0,998.03,76,45,71,51,31,0,31
"10574651","2013","9-2013",807.666,0,0,0,807.666,89,50,74,56,30,8,29
"10574651","2014","1-2014",1359.107,0,0,0,1359.107,98,61,80,68,31,15,3
"10574651","2014","2-2014",1192.256,0,0,0,1192.256,90,60,80,68,28,12,4
"10574651","2014","3-2014",69.687,0,0,0,69.687,85,59,80,67,31,14,6
"10574733","2013","10-2013",547.253,0,0,0,547.253,99,49,76,58,31,10,27
"10574733","2013","11-2013",550.305,0,0,0,550.305,94,53,74.5,61,30,5,24
"10574733","2013","12-2013",681.345,0,0,0,681.345,97,55,79,66,31,8,9
"10574733","2013","7-2013",528.122,0,0,0,528.122,76,45,67,48,31,0,31
"10574733","2013","8-2013",488.156,0,0,0,488.156,76,45,71,51,31,0,31
"10574733","2013","9-2013",505.177,0,0,0,505.177,89,50,74,56,30,8,29
"10574733","2014","1-2014",680.563,0,0,0,680.563,98,61,80,68,31,15,3
"10574733","2014","2-2014",605.141,0,0,0,605.141,90,60,80,68,28,12,4
"10574733","2014","3-2014",41.926,0,0,0,41.926,85,59,80,67,31,14,6
"10617122","2013","10-2013",307.956,0,0,0,307.956,99,49,76,58,31,10,27
"10617122","2013","11-2013",297.111,0,0,0,297.111,94,53,74.5,61,30,5,24
"10617122","2013","12-2013",354.237,0,0,0,354.237,97,55,79,66,31,8,9
"10617122","2013","7-2013",373.391,0,0,0,373.391,76,45,67,48,31,0,31
"10617122","2013","8-2013",431.985,0,0,0,431.985,76,45,71,51,31,0,31
"10617122","2013","9-2013",305.333,0,0,0,305.333,89,50,74,56,30,8,29
"10617122","2014","1-2014",358.914,0,0,0,358.914,98,61,80,68,31,15,3
"10617122","2014","2-2014",285.649,0,0,0,285.649,90,60,80,68,28,12,4
"10617122","2014","3-2014",23.548,0,0,0,23.548,85,59,80,67,31,14,6
"10665289","2013","10-2013",732.902,0,0,0,732.902,99,49,76,58,31,10,27
"10665289","2013","11-2013",728.316,0,0,0,728.316,94,53,74.5,61,30,5,24
"10665289","2013","12-2013",817.69,0,0,0,817.69,97,55,79,66,31,8,9
"10665289","2013","5-2013",0,0,0,0,0,80,49,70,53,31,0,31
"10665289","2013","6-2013",782.743,0,0,0,782.743,72,46,66,51,30,0,30
"10665289","2013","7-2013",914.181,0,0,0,914.181,76,45,67,48,31,0,31
"10665289","2013","8-2013",770.547,0,0,0,770.547,76,45,71,51,31,0,31
"10665289","2013","9-2013",649.449,0,0,0,649.449,89,50,74,56,30,8,29
"10665289","2014","1-2014",1426.319,0,0,0,1426.319,98,61,80,68,31,15,3
"10665289","2014","2-2014",1055.401,0,0,0,1055.401,90,60,80,68,28,12,4
"10665289","2014","3-2014",93.385,0,0,0,93.385,85,59,80,67,31,14,6
"10718092","2013","10-2013",272.462,0,0,0,272.462,99,49,76,58,31,10,27
"10718092","2013","11-2013",279.001,0,0,0,279.001,94,53,74.5,61,30,5,24
"10718092","2013","12-2013",256.182,0,0,0,256.182,97,55,79,66,31,8,9
"10718092","2013","4-2013",212.117,0,0,0,212.117,84,52,75.5,60,30,4,29
"10718092","2013","5-2013",292.92,0,0,0,292.92,80,49,70,53,31,0,31
"10718092","2013","6-2013",351.708,0,0,0,351.708,72,46,66,51,30,0,30
"10718092","2013","7-2013",205.204,0,0,0,205.204,76,45,67,48,31,0,31
"10718092","2013","8-2013",304.291,0,0,0,304.291,76,45,71,51,31,0,31
"10718092","2013","9-2013",297.417,0,0,0,297.417,89,50,74,56,30,8,29
"10718092","2014","1-2014",235.772,0,0,0,235.772,98,61,80,68,31,15,3
"10718092","2014","2-2014",212.007,0,0,0,212.007,90,60,80,68,28,12,4
"10718092","2014","3-2014",31.777,0,0,0,31.777,85,59,80,67,31,14,6
"11177639","2013","10-2013",1006.719,0,0,0,1006.719,99,49,76,58,31,10,27
"11177639","2013","11-2013",1032.983,0,0,0,1032.983,94,53,74.5,61,30,5,24
"11177639","2013","12-2013",1095.014,0,0,0,1095.014,97,55,79,66,31,8,9
"11177639","2013","5-2013",0,0,0,0,0,80,49,70,53,31,0,31
"11177639","2013","6-2013",301.146,0,0,0,301.146,72,46,66,51,30,0,30
"11177639","2013","7-2013",1464.125,0,0,0,1464.125,76,45,67,48,31,0,31
"11177639","2013","8-2013",1291.003,0,0,0,1291.003,76,45,71,51,31,0,31
"11177639","2013","9-2013",896.845,0,0,0,896.845,89,50,74,56,30,8,29
"11177639","2014","1-2014",1216.801,0,0,0,1216.801,98,61,80,68,31,15,3
"11177639","2014","2-2014",1138.589,0,0,0,1138.589,90,60,80,68,28,12,4
"11177639","2014","3-2014",74.645,0,0,0,74.645,85,59,80,67,31,14,6
"11461975","2013","10-2013",534.656,0,0,0,534.656,99,49,76,58,31,10,27
"11461975","2013","11-2013",445.694,0,0,0,445.694,94,53,74.5,61,30,5,24
"11461975","2013","12-2013",820.15,0,0,0,820.15,97,55,79,66,31,8,9
"11461975","2013","4-2013",147.24,0,0,0,147.24,84,52,75.5,60,30,4,29
"11461975","2013","5-2013",741.229,0,0,0,741.229,80,49,70,53,31,0,31
"11461975","2013","6-2013",643.799,0,0,0,643.799,72,46,66,51,30,0,30
"11461975","2013","7-2013",766.012,0,0,0,766.012,76,45,67,48,31,0,31
"11461975","2013","8-2013",676.157,0,0,0,676.157,76,45,71,51,31,0,31
"11461975","2013","9-2013",438.815,0,0,0,438.815,89,50,74,56,30,8,29
"11461975","2014","1-2014",695.529,0,0,0,695.529,98,61,80,68,31,15,3
"11461975","2014","2-2014",533.287,0,0,0,533.287,90,60,80,68,28,12,4
"11461975","2014","3-2014",26.958,0,0,0,26.958,85,59,80,67,31,14,6
